Theme #,Theme,Report
2,Equipment List,ON OCT/SAT/03; I WAS TO WORK AN AIRBUS A320. 5 MINS BEFORE DEP I WAS CALLED TO THE Flight DECK FOR AN AVIONICS System VERT(LY) Vertical VENT FAULT. I PERFORMED THE BITE TEST AND FOUND THE SKIN EXTRACT VALVE TO BE AT FAULT. I PROCEEDED TO DEFER THE VALVE PER Minimum Equipment List 21-26-04. WHILE PERFORMING THE REQUIREMENTS OF THE Minimum Equipment List; I MISTAKENLY LOCKED OPEN THE MAIN FLAP OF THE EXTRACT VALVE INSTEAD OF THE INTERNAL FLAP OF THE MAIN FLAP. AS A RESULT THE Aircraft GAINED ALT BUT COULD NOT PRESSURIZE RESULTING IN A LNDG AND RETURN TO GATE. HUMAN FACTORS INVOLVED: BESIDES THE Maintenance ACTION ON THE VALVE I ALSO NEEDED TO DO A DEP WALKAROUND AND ASSIST WITH AIR AND AIR START (Inoperative Auxiliary Power Unit). I WASN'T BEING RUSHED BUT WAS A LITTLE OVERWHELMED. I WAS NOT FAMILIAR WITH THE Minimum Equipment List PROC. THE OPENING OF THE INTERNAL FLAP IS EXPLAINED CLRLY ON A NOTE ON PAGE 3 OF THE Minimum Equipment List RIGHT BEFORE SECTION B. I OVERLOOKED THIS IMPORTANT NOTE BECAUSE SECTION B IS THE PROC FOR THE OPENING OF THE SKIN EXCHANGE ISOLATION VALVE WHICH IS ALSO PART OF THE Minimum Equipment List. FEELING THAT I HAD COMPLETED THE PROC FOR THE MAIN FLAP I PREMATURELY MOVED ON TO THE ISOLATION VALVE.
2,Equipment List,"30 MI E OF DIDLE DEP; FL180. DEPARTED EWR FOR SJU WITH Equipment EXHAUST VALVE WIRED OPEN PER Minimum Equipment List. UNABLE TO MAINTAIN CABIN ALT AND DIVERTED TO JFK FOR FIX OR ANOTHER Aircraft. Aircraft HAD ARRIVED EWR THE NIGHT BEFORE WITH THIS PROB; BUT WAS NOT FIXED. WE ARRIVED JFK; XB00 Local. THEY HAD ANOTHER Aircraft AVAILABLE ON Arrival, Arrive. IT TOOK 3 HRS FOR THE POWERS THAT BE AT JFK TO DETERMINE THAT WE SHOULD SWITCH Aircraft AND GET THAT Aircraft LOADED AND READY TO GO. THIS ALMOST CAUSED ME TO BE ILLEGAL FOR THE RETURN Flight SJU TO EWR. THE WORK ETHIC AND ATTITUDE AT THE 2 NYC ARPTS I FLY FROM IS DEPLORABLE. SOMEONE NEEDS TO TAKE CHARGE AND MAKE SOME CHANGES OR I SEE COMPANY FOLLOWING THE PATH OF OTHER DEFUNCT ACRS."
2,Equipment List,Aircraft X HAS HAD A HISTORY OF A FALSE #2 BLEED LEAK WHILE ON THE RAMP (NEVER WRITTEN UP AS AN INFLT PROB). Aircraft EXPERIENCED A REPEAT OF THE #2 BLEED LEAK WHILE ON RAMP LOADING FOR Flight. CREW WROTE IT UP. I TRIED TO Clear THE FAULT WITHOUT SUCCESS. Maintenance Controller DECIDED THAT Minimum Equipment List 36-11-01-A (BLEED System VERT(LY) Vertical Inoperative) WOULD BE OK TO DEFER IT UNDER. I FELT IT WAS A FAILURE OF THE LEAK DETECTION System VERT(LY) Vertical. BOTH A&B LOOPS WERE FAULTING. SELECTING A OR B ALONE WOULD NOT TURN OFF THE 'LEAK' LIGHT. THE Minimum Equipment List FOR A OR B LOOPS (Minimum Equipment List 36-22-03) SAYS EITHER -- MAY BE Inoperative; NOT BOTH. THE Minimum Equipment List DOES NOT SAY: 'Intermediate Fix BOTH ARE Inoperative; IT'S OK TO OPERATE WITH THE BLEED System VERT(LY) Vertical Inoperative.' I FEEL THAT THE Aircraft WAS DISPATCHED UNDER THE WRONG Minimum Equipment List AND SHOULD NOT HAVE BEEN DISPATCHED.
2,Equipment List,"ON TAXI OUT; DURING THE Flight Control Check; THE FOLLOWING Marker MESSAGE APPEARED; 'Flight Control ELAC #1 FAULT.' WE CALLED Maintenance Control AND RAN THROUGH THE PROC IN THE HANDBOOK; CHAPTER X PAGE XX. A RESET OF ELAC #1 WAS UNSUCCESSFUL. THE RESTRS TO Flight WERE NOTED. Maintenance Control ADVISED THAT AN Minimum Equipment List WOULD BE APPLIED UPON Arrival, Arrive IN <Airport  (Domestic)>. THE SPECIFIC Minimum Equipment List WAS NOT PROVIDED. I THEN SPOKE WITH THE DISPATCHER TO ADVISE HIM OF OUR STATUS AND GET HIS INPUT. WE ALL AGREED THAT WE COULD PROCEED TO <Airport  (Domestic)>. THE NON NORMAL PROC FOLLOWED LED US TO BELIEVE WE HAD A COMPUTER FAILURE. WE OPERATED THE Flight AT THE URGING OF Maintenance Control. SINCE WE EXPERIENCED A FAILURE AFTER LEAVING THE GATE AND THAT THIS FAILURE WOULD FALL UNDER THE GUIDELINE OF THE Minimum Equipment List; THE Flight FROM <Airport  (Domestic)> TO <Airport> OCCURRED WITHOUT ANY FURTHER INCIDENCE. Maintenance INSPECTED THE Aircraft UPON Arrival, Arrive IN <Airport> AND DISCOVERED A PROB DIFFERENT THAN A FAILED COMPUTER. I AM NOT SURE THAT THIS FAILURE COULD HAVE BEEN PLACED ON Minimum Equipment List OR NOT. IT SEEMS THAT A BETTER HANDLING OF THE Situation WOULD HAVE BEEN TO HAVE THE SPECIFIC Minimum Equipment List REFED PRIOR TO DEP AND WHATEVER SPECIAL PROCS ACCOMPLISHED PRIOR TO DEP. THEN WE COULD HAVE MADE A MORE INFORMED DECISION ABOUT WHETHER OR NOT TO PROCEED OR RETURN TO THE GATE."
2,Equipment List,"INBOUND Flight CREW WROTE THAT THEY HAD A COCPIT DOOR FAULT LIGHT ON THE Controller; AND THAT THE MIDDLE DOOR Localizer WAS HOT TO THE TOUCH. I CONTACTED OUR Maintenance Control FOR ADVICE. HE GAVE ME AN Minimum Equipment List RELIEF FOR THE WRITE-UP. WHILE PERFORMING THE Minimum Equipment List SPECIAL PROCS THE BUZZER DID NOT SOUND. I CONTACTED Maintenance Controller AGAIN AND HE TOLD ME TO Minimum Equipment List THE BUZZER UNDER ANOTHER Minimum Equipment List. WHEN YOU Minimum Equipment List THE BUZZER YOU NEED TO Minimum Equipment List THE EYPAD Controller ALSO. I PERFORMED THE REQUIRED Minimum Equipment List SPECIAL PROCS ON THESE 2 System VERT(LY) Vertical AND DISPATCHED THE Aircraft. THE OUTBOUND CREW REVIEWED THE Minimum Equipment List'S AND FLEW TO <Airport>. THE FOLLOWING DAY THE Aircraft FLEW THROUGH ANOTHER HUB AND THE OUTBOUND CREW THERE DISPUTED THAT THE Minimum Equipment List WAS NOT PROPERLY USED. THE Aircraft WAS REPAIRED AND TOO A 2 (S,LY) Hour DELAY. A FELLOW International Civil Aviation Mechanic CALLED AND ADVISED THAT HE THOUGHT I USED THE WRONG Minimum Equipment List DUE TO THE FACT THE Minimum Equipment List SPECIAL PROCS FAILED. BUT LIE I SAID PREVIOUSLY Maintenance Controller ADVISED THAT IT WAS O TO Minimum Equipment List THE OTHER System VERT(LY) Vertical. I FELT AT THE TIME IT WAS THE PROPER PROC; BUT AFTER MY CO-WORER BROUGHT IT TO MY ATTN I CAN SEE WHERE IT MAY BE AN IMPROPER Minimum Equipment List."
2,Equipment List,I WAS INSTRUCTED TO REPLACE A DEFIBRILLATOR ON SHIP X. THE ONLY DOCUMENTATION FOR THE REPLACEMENT WAS AN FMR (Flight Maintenance RPT) ITEM SUSPECTING TAMPERING. THE INBOUND CREW KNEW NOTHING OF A FAULT WITH THE DEFIBRILLATOR AND THEY FLEW THE Aircraft FOR 2 Flight LEGS. THE DEFIBRILLATOR IS AN Minimum Equipment List ITEM AND WAS IN SVC FOR AT LEAST 2 Flight LEGS WITH THE BELIEF OF TAMPERING.
2,Equipment List,ON AUG/SUN/04 THE Captain AND DISPATCHER CALLED <Airport> TECHNICIAN ABOUT 2 MELS 30-04B AND 2206A HAVING A CONFLICT. THE Captain SAID THAT Minimum Equipment List 30-04B REQUIRED A Maximum Administration Power TKOF Minimum Equipment List 22-06A THRUST MGMNT System VERT(LY) Vertical INHIBITS THE Engine FROM OVER BOOST AND THAT IT HAD ALREADY HAD 4 OVER-BOOSTS IN THE LOGBOOK AND DIDN'T THINK THIS WAS A GOOD SCENARIO. THE <Airport> TECHNICIAN AGREED. ANTI-ICE VALVE WAS CLOSED AND Flight OPT IN NO ICING. AUG/MON/04 Flight ABCD <Airport>-ZZZ2 I CAME IN AND HAD THE SAME SCENARIO WITH THE VALVE OPEN. I CALLED TECHNICIAN AND GOT NO GUIDANCE OTHER THAN IT WAS LEGAL PER THE Minimum Equipment List. TALKED TO Flight OPS TECHNICIAN. HE AGREED THIS WAS NOT THE BEST OPTION AND WOULD LOOK INTO IT. AUG/XA/04; I STILL DON'T HAVE AN ANSWER.
2,Equipment List,"A PROB WITH THE #2 FUEL FLOW INDICATION WAS DISCOVERED BY Flight CREW; PUT ON Minimum Equipment List; AND LATER TROUBLESHOT BY Maintenance DOWN TO A FUEL FLOW XMITTER. THE PART WAS NOT AVAILABLE AND THE PROB WAS RE-Minimum Equipment List'ED. A PART WAS ORDERED FOR THE Aircraft; BY THE ORIGINAL TROUBLESHOOTING TECHNICIAN. THE PART AND Aircraft ARRIVED AT <Airport  (Domestic)> AND; THEREFORE; THE Minimum Equipment List WAS SCHEDULED BY THE COMPANY TO BE ADDRESSED AND CLRED. THE PART WAS GIVEN TO ME BY ANOTHER TECHNICIAN WHO HAD PREVIOUSLY PICKED UP THE PART AT THE COMPANY-MANNED PART STORAGE AREA. I RESEARCHED AND PRINTED THE APPROPRIATE TASK CARD WHICH GAVE STEP-BY-STEP INSTALLING PROCS. I INSTALLED THE PART ON THE Aircraft. I ACCOMPLISHED THE APPROPRIATE TESTS TO MAKE SURE THE PART FUNCTIONED CORRECTLY IN THE Aircraft; AND TO VERIFY THE Minimum Equipment List COULD BE REMOVED. THE Minimum Equipment List WAS REMOVED. A PAPERWORK ENTRY WAS MADE (COMMONLY REFERRED TO THE ROUTINE OVERNIGHT PAPERWORK PACKAGE). Maintenance Control WAS NOTIFIED THAT THE Minimum Equipment List WAS TO BE REMOVED; AND A COMPUTER ENTRY WAS MADE WHICH OUTLINED THE PROCS AND PART REMOVAL AND INSTALLATION Information. IT WAS LATER DISCOVERED BY THE COMPANY QUALITY ASSURANCE DEPT THAT THE INAPPROPRIATE EFFECTIVITY FOR THE PART WAS INSTALLED. A PART NUMBER 'READ AND RECORD' WAS ISSUED BY THE QUALITY ASSURANCE DEPT; THE PART WAS FOUND BY ANOTHER TECHNICIAN TO BE THE INCORRECT EFFECTIVITY OF PART INSTALLED. THE PART WAS IMMEDIATELY REMOVED AND THE CORRECT PART WAS INSTALLED. THERE WAS NO RECORD OF INCORRECT INDICATION BY Flight CREW OR Maintenance PERSONNEL. THE PROB WAS CAUSED BY THE ORIGINAL TROUBLESHOOTING TECHNICIAN ORDERING THE INCORRECT PART OF THE Aircraft. THE PROB WAS COMPOUNDED BY THE PART NOT BEING PICKED UP DIRECTLY BY THE INSTALLING TECHNICIAN (MYSELF). THE PROB WAS FURTHER COMPOUNDED BY (S,ED TIME CONSTRAINTS OF THE Aircraft; PERSONNEL STAFFING; AND WORKLOAD ASSIGNED TO THE Maintenance STATION. THE FINAL CAUSE WAS THE NEGLECT OF THE INSTALLING TECHNICIAN (MYSELF) NOT VERIFYING WITH APPROPRIATE COMPANY MANUALS (IPC) THE EFFECTIVITY OF THE Aircraft PART BEING INSTALLED."
2,Equipment List,AT Approximately 20 MINS BEFORE DEP; A RAMP EMPLOYEE BROUGHT A NET FROM THE AFT PIT ON Aircraft X INTO THE READY ROOM AND ASKED Intermediate Fix WE COULD FIX IT. THE FITTING ON THE STANCHION WAS NOT REPAIRED. AFTER SOME SEARCHING IT WAS DETERMINED THAT A NEW FITTING WAS IN IN THE FULL VIEW OF THE WINDOW ON THE DOOR IN THE FOREMAN'S OFFICE WHICH WAS LOCKED. THERE WAS ALSO A SVCABLE STANCHION INSIDE. IT WAS THEN LESS THAN 10 MINS PRIOR TO DEP AND IT BECAME OBVIOUS THAT RELIEF WOULD HAVE TO BE SOUGHT THROUGH THE Minimum Equipment List. I PULLED UP THE Minimum Equipment List AND IT WAS NOTED THAT OPS HAD TO BE CALLED. I CALLED THEM AND ASKED Intermediate Fix I COULD Inoperative THE AFFECTED PORTION OR THE WHOLE PIT. THE WAY IT READ IT WAS THE AFFECTED PORTION. SINCE THE OTHER Aircraft ARE DIVIDED INTO INDIVIDUAL COMPARTMENTS; IT SOUNDED REASONABLE TO ME. THAT MEANT THAT THEY COULD STILL USE THE BAGGAGE LOADING System VERT(LY) Vertical WHICH IS SEPARATED FROM THE DOORWAY AND AFT SECTION BY A NET. AFTER THE PLANE HAD PUSHED BACK BUT HAD NOT YET MOVED; STATION OPS CALLED TO MAKE SURE THAT IT WAS DEFERRED PROPERLY (AS FAR AS LOADING THE AFT PIT). I CALLED OPS BACK AND QUESTIONED HIM AGAIN. HE READ IT AGAIN; AND CAME TO THE SAME CONCLUSION THAT I HAD (WE WERE IN CONCURRENCE) AND THE Aircraft WAS ALLOWED TO LEAVE. WHEN I CAME TO WORK THAT NIGHT; I WAS NOTIFIED THAT THE DEFERRAL WAS INCORRECT AND THAT THE PIT SHOULD HAVE REMAINED EMPTY. I FEEL THAT ALL AMBIGUITY SHOULD BE REMOVED FROM THE Minimum Equipment List. I BELIEVE THE AMBIGUITY COULD BE REMOVED BY CHANGING THE WORD FROM 'AFFECTED' TO 'ENTIRE' FORWARD OR AFT CARGO COMPARTMENT.
2,Equipment List,DURING DEP; Maintenance WAS WORKING AN INBOUND WRITE-UP OF 'SEATS AT XXDEF ROCK ALL 3 SEATS.' THE MECHS SHOWED UP ON THE Aircraft AT Approximately XA30 TO BEGIN THE REPAIR. AFTER WORKING ON THE ISSUE PAST DEP TIME; Maintenance DECIDED TO DEFER THE ITEM AND DEFERRED IT PER Minimum Equipment List; 'SEATS Inoperative; SEATS NOT TO BE OCCUPIED.' SEATS WERE PROPERLY TAPED AND PLACARDED AND PROPER RELEASE AND Minimum Equipment List WERE RECEIVED PRIOR TO PUSHBACK. AFTER ARRIVING IN <Airport>; I WAS INFORMED BY THE ONCOMING Captain THAT OUR DISPATCH WAS ILLEGAL DUE TO THE FACT THAT THE Minimum Equipment List WAS NOT CORRECT. THE SEATS WERE MISSING A FASTENING BOLT TO THE DECK OF THE CABIN; AND; THEREFORE; MUST HAVE BEEN FIXED OR REMOVED PRIOR TO Flight. FACTORS RELATING TO THIS INCIDENT INCLUDE THE FACT THAT MECHS WERE RUSHED DURING WORK ON ITEM; CONFUSION AT Control Center IN THAT THEY DID NOT INITIALLY KNOW WHY THE Flight BOARDING WAS STOPPED DURING THE WORK; AND THOUGHT OUR Aircraft WAS INDEED A DIFFERENT ONE; Flight CREW WAS BEGINNING AN ALL-NIGHTER LEG AND PROPER REST IS ALWAYS A CHALLENGE PRIOR TO SUCH LET; Flight WAS EVENTUALLY PAST DEP TIME WHICH AGAIN PROMPTED Maintenance TO BE IN A HURRY.
2,Equipment List,"THE INBOUND Air Carrier Service X EXPERIENCED A SLAT PROB CHANNEL #2. OUR RADIO ELECTRONICS TECHNICIAN REQUESTED MY ASSISTANCE IN DEFERRING PROB PER Minimum Equipment List. WE PULLED UP Minimum Equipment List AND BOTH AGREED THAT OUR PROB MATCHED Minimum Equipment List 27-XXX AND PERFORMED TEST AS PRESCRIBED; WHICH RESULTED IN PULLING AND COLLARING CIRCUIT BREAKER. ON Arrival, Arrive OF Flight AT <Airport>; CREW EXPERIENCED CHANNEL 2 FLAPS (CIRCUIT BREAKER OUT). ITEM CHANGED TO Minimum Equipment List 27-XXY. WE FELT WE USED CORRECT Minimum Equipment List AND TEST WAS SATISFACTORY. I HAVE SINCE REVIEWED Minimum Equipment List AND DETERMINED THAT IN FACT WE DID USE WRONG Minimum Equipment List. I FEEL THAT STRESS MIGHT HAVE BEEN DETERMINING FACTOR AS BOTH THE RADIO ELECTRONICS TECHNICIAN AND MYSELF HAD BEEN WORKING OUTBOUND Aircraft WHICH WERE HAVING UNUSUAL PROBS; AND WE WERE SHORTHANDED AND WORKING AGAINST THE CLOCK."
2,Equipment List,DURING TAXI FOR TKOF; WE RECEIVED AN Marker WARNING THAT THE #1 AIR CONDITIONING PACK HAD FAULTED. WE ATTEMPTED ONE RESET PER PROCS; BUT IT WAS UNSUCCESSFUL. THE Minimum Equipment List PERMITTED CONTINUED Flight WITH SEVERAL RESTRS INCLUDING LIMITING THE CRUISE ALT TO FL310 AND THE NOTATION THAT NO LIVE CARGO COULD BE ON BOARD. WE CALLED OPS ON THE RADIO TO DISCUSS THE SITUATION AS OUR HAZARDOUS CARGO PAPERWORK INCLUDED THE NOTATION THAT LIVE CARGO HAD BEEN LOADED ON THE Aircraft. THE OPS SPECIALIST INFORMED US THAT HE WOULD RECALCULATE OUR Flight PLAN FOR FL310 AND THAT OUR OTHER FREIGHT HAD A HIGHER PRIORITY THAN THE LIVE CARGO SO THAT WE WERE Authority/Authorized TO CONTINUE. I ASKED TO SPEAK TO THE DUTY OFFICER TO DISCUSS OPERATING IN OPPOSITION TO THE Minimum Equipment List. THE DUTY OFFICER THEN CAME ON THE RADIO AND SAID THAT THE LIVE CARGO WAS OF VERY LOW PRIORITY AND THAT WE WERE Authority/Authorized TO CONTINUE THE Flight. I ASKED AGAIN ABOUT OPERATING IN OPPOSITION TO THE Minimum Equipment List AND THE DUTY OFFICER AGAIN ASSURED ME THAT THIS OP WAS Authority/Authorized. WE CONTINUED THE TAXI AT THIS POINT; AND DEPARTED FOR BWI. ONCE AT CRUISE ALT; I PULLED OUT THE Minimum Equipment List AGAIN AND READ THROUGH THE FRONT MATTER WHICH GIVES INSTRUCTIONS ON THE USE OF THE Minimum Equipment List. BY THIS POINT; OF COURSE; I KNEW THAT THE DUTY OFFICER IS NOT EMPOWERED TO Authority/Authorized DEVS FROM THE Minimum Equipment List; BUT I WANTED TO MAKE SURE. MY DESIRE TO ACCOMPLISH THE MISSION; AIDED BY THE ENCOURAGEMENT OF BOTH THE OPS SPECIALIST AND THE DUTY OFFICER CAUSED ME TO OVERRIDE MY OWN KNOWLEDGE OF Minimum Equipment List USAGE AND TO OPERATE THE TRIP AGAINST THE Minimum Equipment List INSTRUCTIONS. I SHOULD HAVE TAXIED BACK TO THE GATE TO UNLOAD THE LIVE CARGO PRIOR TO DEPARTING. THE CARRIAGE OF LIVE FREIGHT OF THIS NATURE AND FOR THIS CUSTOMER IS RELATIVELY NEW TO OUR OP. THE CUSTOMER HAS INDICATED THAT THEY WILL ACCEPT SOME UNSPECIFIED AMOUNT OF CARGO LOSS IN THIS CONTRACT; THEREFORE OUR MGMNT HAS INDICATED TO THE PLTS THAT THIS FREIGHT IS OF LOW PRIORITY. HOWEVER; THIS DOES NOT RELIEVE THE PLTS OF THE OVERRIDING RESPONSIBILITY TO OPERATE THE Aircraft IN A LEGAL MANNER. LESSON LEARNED.
2,Equipment List,"ON SAID Flight I WAS GIVEN AN Aircraft WITH JUST ABOUT EVERYTHING YOU COULD HAVE WRONG WITH IT -- BROKEN BRAKES; ANTISKID; WING SPOILERS; HIGH LOADS; SPECIAL ARPT; MOUNTAINS; SPECIAL Engine OUT PROCS; ETC; ETC. IT IS MY BELIEF THAT THIS WAS AN EXTREMELY MARGINAL DISPATCH; AND ONLY BY MY 10000 HOURS OF EXPERIENCE DID I FEEL THAT IT COULD BE DONE. IT WAS AN EXERCISE IN Minimum Equipment List TWISTING; AND I AM ABSOLUTELY CONFIDENT THAT Intermediate Fix THIS IS THE WAY THIS COMPANY IS GOING TO PLAY THE GAME WE WILL SOON BE ON 'CNN;' AND NOT IN A GOOD WAY. I ALSO BELIEVE THE COMPANY IS SAVING MONEY AT THE EXTREME COST OF SAFETY; ESPECIALLY IN THIS CASE. WE'VE TAKEN JUST ABOUT EVERY FACET OF WHAT WE ONCE HAD AS A SAFETY NET AND REDUCED IT TO SAVING 50 CENTS WHERE WE CAN. I AM ABSOLUTELY SURE GIVEN ONE MORE INGREDIENT IN THIS TOXIC SOUP THAT WAS HANDED TO ME THAT DISASTER IS RIGHT AROUND THE CORNER; IE; A Captain/First Officer  Heading HDG(S) THAT HAS ONLY SEEN A VIDEO A MONTH AGO ONLY WITHOUT THE EXPERTISE OF AN EXPERIENCED Check AIRMAN. YOU TAKE THIS GUY WITH AN Engine FAILURE IN ANY PHASE OF TKOF AND YOU WOULD HAVE....I MEAN 'WOULD HAVE' ENDED UP WITH A DISASTROUS OUTCOME. I'M A FIRM BELIEVER THAT AFTER 20 YEARS WITH A 100 PERCENT SAFETY FACTOR THAT YOU HAVE SQUEEZED EVERY FACET OF Flight OPS INTO AN EXTREMELY MARGINAL OPERATION BEGGING A TV COVERED EVENT! THIS IS NOT HOW I APPROACH MY JOB; AND I DON'T APPRECIATE IT FROM MY COMPANY; BUT AT LEAST WITH THE FUEL THEY GAVE ME I HAD TO DECLARE MINIMUM FUEL ON Arrival, Arrive IN MIA AND DISPATCH HAD TO REQUEST HELP FROM MIA Air Traffic Control. THIS WAS ALSO DISCUSSED WITH DISPATCH PRIOR TO MY DEP. IT'S ALMOST LIKE A CONTEST TO SEE HOW FAR WE CAN SPREAD THIS COMPANY THIN; AND WHEN AN ACCIDENT HAPPENS; WE'LL START REINTRODUCING THE SAFETY ELEMENTS WE ONCE HAD. CONGRATULATIONS TO ALL WHO GOT US TO THIS POINT.SUPPLEMENTAL Information FROM 723251: Flight WAS TO BE OPERATED WITH THE #7 BRAKE; GREEN ANTISKID AND SPOILERS 1 AND 4 Inoperative. THE MELS FOR THESE ITEMS REFER TO EACH OTHER AND IS POORLY WORDED. 'SPOILER CONTROL SYSTEM' IN Minimum Equipment List 32-06 IS NOT DEFINED IN THE Outer Marker. WITH ANTISKID Inoperative -- (S,ED SPOILERS MUST BE OPERATIVE. HOW MANY PANELS? TOO MANY QUESTIONS ARISE. I BELIEVE WE WERE LEGAL TO DEPART; BUT AN ARGUMENT MAY BE MADE FOR BEING ILLEGAL."
2,Equipment List,AFTER GATE DEP WE RECEIVED A SEC 1 FAULT Marker. I ELECTED TO TAXI TO THE 'A' DEICE PAD TO ATTEMPT A RESET Coordination  Alerting System WITH Maintenance. ALL RESET ATTEMPTS WERE UNSUCCESSFUL AND WE RETURNED TO ANOTHER GATE TO HAVE Maintenance Minimum Equipment List THE ITEM. THE Minimum Equipment List IS FRAGMENTED; POORLY WRITTEN AND REQUIRES FOLLOW-UP PROCS BEFORE EACH Flight BUT IS NOT PUBLISHED AS AN 'FR.' FOLLOW-UP PROCS INCLUDE: 1) CHKING BOTH SIDE STICK TRANSDUCERS OPERATING BEFORE EACH Flight (OUR TRAINING NEVER COVERED EXACTLY WHAT A SIDE STICK TRANSDUCER IS). 2) PRESSURIZING AND DEPRESSURIZING VARIOUS Hydraulic System VERT(LY) Vertical BY USE OF THE OVERHEAD Maintenance PANEL (ALTHOUGH NOT AN OFFICIAL COMPANY POLICY; OUR TRAINING WAS; 'THAT'S A Maintenance PANEL; YOU GUYS SHOULD NEVER TOUCH THAT PANEL'). 3) NO USE OF SPEED BRAKES IN Flight. 4) CHKING ELECTRICAL System VERT(LY) Vertical NORMALITY INCLUDING THRUST REVERSER OP. 5) ASSURING ALL PERFORMANCE PENALTIES HAVE BEEN APPLIED (THIS IS MY BIGGEST PROB). AFTER Maintenance COMPLETED THE Minimum Equipment List PROCS; WE RECEIVED AN AMENDED RELEASE FOR Minimum Equipment List ADDED AND NEW RELEASE TIME. THE RELEASE STATED AS AN 'FR' SHOULD BE A Maintenance AND NOT AN OPS PROC AND THE Maximum THRUST REQUIREMENT SHOULD BE PUBLISHED IN THE PROVISO SECTION. THE Minimum Equipment List SHOULD BE PUBLISHED AS AN 'FR.' SHOULD BE A Maintenance AND NOT AN OPS PROCS. Maximum THRUST REQUIREMENT SHOULD BE PUBLISHED IN THE PROVISO SECTION.
2,Equipment List,"WORKING WITH A <Airport  (Domestic)> International Civil Aviation Mechanic FOR Minimum Equipment List APPLICATION; RVSM DOWNGRADE WAS NOT APPLIED DUE TO Heavy WORKLOAD AND CONFUSION INTERPRETING THE Minimum Equipment List DETAILS. Heavy WORKLOAD (CALL VOLUME) DUE TO CONFUSING Minimum Equipment List MANUAL ACCOMPANIED BY CONFUSING Minimum Equipment List APPLICATION PROCESS. VERBAL NOTIFICATION TO CREW THROUGH HIS DISPATCHER AND TELECON WITH Captain UPON Arrival, Arrive AT <Airport>. PAPERWORK CORRECTED AND Aircraft CONTINUED SVC. Minimum Equipment List 34-XX-XX ISSUED WITH Clear Air Turbulence  System DOWNGRADE; BUT RVSM PLACARD MISSED IN <Airport  (Domestic)>. NOTIFIED CREW AFTER PUSHBACK AND CORRECTED PAPERWORK UPON Arrival, Arrive AT <Airport>. NO ABNORMALITIES NOTED. GET Maintenance Control OPS TO MAKE THE Maintenance Control Position LESS STRESSFUL AND EASIER TO WORK WITH. THE DESIGNERS OF THE PROCESSES FOR Maintenance Control NEVER ASKED A Maintenance Control TECHNICIAN HOW THE JOB IS DONE. IT DELAYS THE OP AND IS CONFUSING. THIS IS A FRONT LINE Position THAT DIRECTLY IMPACTS THE OP AND HAS BECOME STRESSFUL TO THE EMPLOYEES."
2,Equipment List,I RELEASED A Flight WITH A NO-GO Minimum Equipment List FOR THE MEGAPHONE. IT STATES IN THE Minimum Equipment List MANUAL THAT THERE ARE 2 INSTALLED AND 2 REQUIRED FOR DISPATCH. THE Captain AND First Officer  Heading HDG(S) ALSO MISSED IT. THE Minimum Equipment List ALSO STATED THAT IT CAN BE APPLIED Intermediate Fix ONLY BAGGAGE AND CARGO ARE CARRIED. I WILL REMEMBER THIS Minimum Equipment List. BOTH THE Captain AND DISPATCHER DID NOT REALIZE THAT THERE WERE 2 MEGAPHONES REQUIRED FOR DISPATCH.
